offset_ms,n,mean_bps,se_bps,t_stat,wait_rate_pct
0,444503,0.053661673928312205,0.0026243701904675506,20.44744835283775,18.80396546210425
2500,445590,0.0324347262757651,0.0023468615094031763,13.820468803041337,18.80659947932472
5000,446017,0.022902449586784376,0.0020650489682973944,11.09051162388035,18.841875089780217
7500,446335,0.015078784179213347,0.0016596943621943342,9.085277700935979,18.883784732191277
9900,446652,0.010326849683649454,0.0010523968819213928,9.812695059296843,18.936479302693126
