row,name,article,supplier,volume,parallel,price,sale_price,free,reserve,pom_free,rev_free
7,Абсент Люксардо спиртной напиток 0.75л,УМ008А,РЕГИОН 50,0.75,,3107.41,,1.0,0,1.0,0
10,Абсент Абсолвент горькая настойка 0.5л,ЛД681Н,Ладога Дистрибьюшен,0.5,,1115.2,,75.0,0,75.0,0
14,Апероль (аперитив) 1.0л.,АИ956,АСТ-интернэшнл инваэронмэнт,1,ПИ,2376.54,,20.0,0,20.0,0
16,Кампари ликер 1.0л.,АИ970,АСТ-интернэшнл инваэронмэнт,1,ПИ,2949.75,,101.0,0,101.0,0
18,Мартини Ризерва Специале Биттер спиртной напиток 0.7л,БМ038А,Бакарди Рус ООО,0.7,,3443.72,,123.0,0,123.0,0
20,"Аперитив САНТО СТЕФАНО АПЕРИНИ 0,75л",ЕАГ033,ЕАГ Трейд ООО,0.75,,523.67,,336.0,0,336.0,0
21,"Аперитив САНТО СТЕФАНО БЬЯНКО 0,75л.",ЕАГ006,ЕАГ Трейд ООО,0.75,,523.67,,258.0,0,258.0,0
22,"Аперитив САНТО СТЕФАНО РОЗАТО 0,75л.",ЕАГ007,ЕАГ Трейд ООО,0.75,,523.67,,438.0,0,438.0,0
29,"Аперитив СОДЖУ СИБСА СИГНАЧА ЗЕМЛЯНИКА И ФИАЛКА 0,33л",ПО520,АСГ,0.33,,397.5,,12.0,0,12.0,0
30,"Аперитив СОДЖУ СИБСА СИГНАЧА ОРХИДЕЯ БЛИСС 0,33л",ПО519,АСГ,0.33,,397.5,,69.0,0,69.0,0
31,"Аперитив СОДЖУ СИБСА СИГНАЧА ЧЕРРИ БЛОССОМ 0,33л",ПО518,АСГ,0.33,,397.5,,162.0,0,162.0,0
32,"Аперитив СОДЖУ СИБСА СО ВКУСОМ ВИНОГРАД-АЛОЭ 0,375л",ПО508,АСГ,0.375,,244.84,,153.0,0,153.0,0
34,"Аперитив СОДЖУ СИБСА СО ВКУСОМ ГРЕЙПФРУТА 0,375л",ПО509,АСГ,0.375,,244.84,,477.0,0,477.0,0
35,"Аперитив СОДЖУ СИБСА СО ВКУСОМ ПЕРСИКА 0,375л",ПО510,АСГ,0.375,,244.84,,282.0,0,282.0,0
36,"Аперитив СОДЖУ СИБСА СО ВКУСОМ СЛИВЫ 0,375л",ПО511,АСГ,0.375,,244.84,,187.0,6.0,184.0,3.0
37,Аперитив СОДЖУ СО ВКУСОМ КЛУБНИКИ 0.375л,ПО512Н,АСГ,0.375,,244.84,,440.0,4.0,440.0,0
39,"Аперитив ""ФИНСКИЙ ЛЕД. ГОЛУБАЯ ЛАГУНА"" 0,375л",ЭЛ007,Эльбрус Спиритс ООО,0.375,,280.76,,2496.0,0,2496.0,0
42,Люксардо Аперетиво Верде спиртной напиток 0.7л,УМ118,РЕГИОН 50,0.7,,1173.83,,8.0,0,8.0,0
43,Люксардо Аперетиво спиртной напиток 0.75л,УМ002Н,РЕГИОН 50,0.75,,1753.65,,69.0,0,69.0,0
46,"Арманьяк Жанно Винтажная Коллекция 1968 дер п/у 0,7",ЛД1446-68,Ладога Дистрибьюшен,0.7,,36650.96,,1.0,0,1.0,0
47,Арманьяк Жанно Винтажная Коллекция 1992 0.7л дерев. п/у,ЛД1446-92,Ладога Дистрибьюшен,0.7,,15686.4,,1.0,0,1.0,0
48,Арманьяк Жанно Наполеон 0.7л. в п/у,ЛД141А,Ладога Дистрибьюшен,0.7,,5835.2,,3.0,0,3.0,0
51,"Бальзам «Брояница» Биттер имбирь с медом 0,5Л",МС325,Мистраль алко,0.5,,740.74,,58.0,0,58.0,0
52,"Бальзам «Брояница» Биттер травяной 0,05Л",МС315,Мистраль алко,0.05,,120.6,,64.0,0,64.0,0
53,"Бальзам «Брояница» Биттер травяной 0,5Л",МС315Л,Мистраль алко,0.5,,740.74,,58.0,0,58.0,0
55,"Бальзам ""Рижский Чёрный Бальзам со вкусом чёрной смородины"" 0,5л в керамической бутылке",БЛ935,Белуга Маркет Восток,0.5,,1782.0,,30.0,0,30.0,0
57,"Бальзам ""МУСТАГ"" 0,5Л",ОН072,Прометей,0.5,,733.51,,73.0,0,73.0,0
59,"Бальзам СИБИРСКИЙ. ПЯТЬ ОЗЕР 0,5л",ПО097,АСГ,0.5,,545.82,,141.0,0,141.0,0
63,ДУШЕВНЫЙ ТБИЛИСИ КВ 7 лет 0.5л.,ММ515,Маруся Бевереджис РУС,0.5,,1200.0,,2.0,0,2.0,0
64,Душевный Тбилиси ординарный пятилетний 40.0% 0.5л.,ММ315,Маруся Бевереджис РУС,0.5,,1130.0,,28.0,0,28.0,0
65,Душевный Тбилиси ординарный трехлетний 40.0% 0.5л.,ММ314,Маруся Бевереджис РУС,0.5,,1090.0,,12.0,0,12.0,0
67,"Бренди ""Алвиса Х.О."", минимальный срок выдержки 6 лет 0,5л",ЛС060,АЛВИСА ООО,0.5,,1823.03,,89.0,0,89.0,0
69,Торрес 10 Дабл Баррел бренди 0.7л. п/у,БЛ231Г,Белуга Маркет Восток,0.7,,3531.0,,1.0,0,1.0,0
70,Торрес 15 Резерва Привада 0.7л. п/у,БЛ984,Белуга Маркет Восток,0.7,,4382.0,,8.0,0,8.0,0
71,Торрес 15 Резерва Привада 0.7л. п/у,БЛ984Г,Белуга Маркет Восток,0.7,,4382.0,,1.0,0,1.0,0
72,Торрес 20 Орс д' Аж 0.7л. п/у,БЛ982,Белуга Маркет Восток,0.7,,9032.0,,1.0,0,1.0,0
74,Векья Романья 38% 0.7л.,АИ728,АСТ-интернэшнл инваэронмэнт,0.7,,1613.25,,3.0,0,3.0,0
78,Бастион пятилетний 0.5л,БЛ248,Белуга Маркет Восток,0.5,,902.5,,0,12.0,0,0
80,Коньяк Коктебель Резерв КВ 7 лет 0.05л,ПО375,АСГ,0.05,,135.32,,138.0,0,138.0,0
81,"Коньяк старый КС Коктебель 11 0,5л",ПО524,АСГ,0.5,,1947.1,,45.0,0,45.0,0
82,"Коньяк трехлетний Коктебель 40%, 0,5 л.",ПО076,АСГ,0.5,,692.47,,126.0,0,126.0,0
83,"Российский коньяк четырехлетний Коктебель 40%, 0,5 л.",ПО077,АСГ,0.5,,723.37,,19.0,0,19.0,0
85,"Бренди ""КВС"" торговой марки ""КРЫМСКИЙ СТАТУС"" 0,5Л",ОН027Л,Прометей,0.5,,807.88,673.24,504.0,0,504.0,0
86,"Бренди КВС торговой марки КРЫМСКИЙ СТАТУС 0,25л",ОН025,Прометей,0.25,,351.22,292.68,493.0,3.0,493.0,0
88,Бренди Рубин Виньяк 5 ВСОП 0.7л п/у,ЕР081,ЕвроТорг,0.7,,4049.29,,2.0,0,2.0,0
91,Принц Д Ариньяк Арманьк ВС 0.7л,ПВ224,ПРЕМЬЕР-ВИН,0.7,,4298.28,,5.0,0,5.0,0
92,Принц Д Ариньяк Арманьк ВС 0.7л,ПВ224Г,ПРЕМЬЕР-ВИН,0.7,,4298.28,,1.0,0,1.0,0
93,Принц Д Ариньяк Арманьк ХО 0.7л,ПВ225,ПРЕМЬЕР-ВИН,0.7,,5444.49,,2.0,0,2.0,0
95,"бренди ""Сан Реми XO"" 0,5л",РМ740Л,Руст Россия (РА),0.5,,1830.8,,1.0,0,1.0,0
99,Вермут Атха Оранж 1.0л,АИ1105,АСТ-интернэшнл инваэронмэнт,1,,2560.55,,2.0,0,2.0,0
100,Вермут Атха Сидр 1.0л,АИ1106,АСТ-интернэшнл инваэронмэнт,1,,2249.03,,1.0,0,1.0,0
102,Вермут Гарроне Антика Ричетта Бьянко 0.75л,АИ1278,АСТ-интернэшнл инваэронмэнт,0.75,,1776.06,,23.0,0,23.0,0
103,Вермут Гарроне Антика Ричетта Драй 0.75л,АИ1210,АСТ-интернэшнл инваэронмэнт,0.75,,1776.06,,6.0,0,6.0,0
104,Вермут Гарроне Антика Ричетта Россо 0.75л,АИ1282,АСТ-интернэшнл инваэронмэнт,0.75,,1776.06,,6.0,0,6.0,0
106,Мартини Бьянко вермут 0.5л,БМ005А,Бакарди Рус ООО,0.5,,1203.91,,229.0,0,229.0,0
107,Мартини Бьянко вермут 0.5л,БМ005Е,Бакарди Рус ООО,0.5,,1203.91,,119.0,0,119.0,0
108,Мартини Бьянко вермут 1.0л,БМ001А,Бакарди Рус ООО,1,,2258.13,,151.0,0,151.0,0
109,Мартини Бьянко вермут 1.0л,БМ001Е,Бакарди Рус ООО,1,,2258.13,,199.0,0,199.0,0
110,Мартини Ризерва Специале Амбрато вермут 0.75л,БМ036А,Бакарди Рус ООО,0.75,,2928.46,,21.0,0,21.0,0
111,Мартини Ризерва Специале Рубино вермут 0.75л,БМ037А,Бакарди Рус ООО,0.75,,2928.46,,30.0,0,30.0,0
112,Мартини Россо вермут 0.5л,БМ006В,Бакарди Рус ООО,0.5,,1203.91,,9.0,0,9.0,0
113,Мартини Россо вермут 1.0л,БМ002А,Бакарди Рус ООО,1,,2258.13,,223.0,0,223.0,0
114,Мартини Фиеро 14.9% 1.0л. + 2 бан.Индиан тоник Rich 0.33л. п/у,БМ041Р,Бакарди Рус ООО,1,,2258.13,,204.0,0,204.0,0
115,Мартини Фиеро вермут 0.5л,БМ042А,Бакарди Рус ООО,0.5,,1203.91,,155.0,0,155.0,0
117,Мартини Фиеро вермут 1.0л,БМ041А,Бакарди Рус ООО,1,,2258.13,,1024.0,0,1024.0,0
118,Мартини Экстра Драй вермут 0.5л,БМ008В,Бакарди Рус ООО,0.5,,1203.91,,48.0,0,48.0,0
119,Мартини Экстра Драй вермут 1.0л,БМ004А,Бакарди Рус ООО,1,,2258.13,,118.0,0,118.0,0
120,Набор Мартини Бьянко 15% 1.0л. + 2 бан.Индиан тоник Rich 0.33л п/у,БМ001Р,Бакарди Рус ООО,1,,2258.13,,204.0,0,204.0,0
122,Скейпгрейс Вермут Ред 0.75л,АИ1355,АСТ-интернэшнл инваэронмэнт,0.75,,4538.43,,6.0,0,6.0,0
123,Скейпгрейс Вермут Уайт 0.75л,АИ1353,АСТ-интернэшнл инваэронмэнт,0.75,,4916.63,,4.0,0,4.0,0
125,"Напиток сладкий ""ВЕРМУТ ДЕЛАСИ БОТАНИКАЛ ХЕРБ. БЕЛЫЙ"" 1,0Л",ЛС073,АЛВИСА ООО,1,,742.77,,278.0,0,278.0,0
129,Аперитиво Американо Кокки Роса 0.75л.,УМ055А,РЕГИОН 50,0.75,,3260.91,,6.0,0,6.0,0
130,Кокки Аперитиво Американо аром. Вин. напиток из виноградного сырья сладкий 0.75л.,УМ054А,РЕГИОН 50,0.75,,3260.91,,8.0,0,8.0,0
132,Газ.вин.нап. М. С. Дольче 8.5% 24*0.25л.,БМ1013,Бакарди Рус ООО,0.25,,588.76,,548.0,0,548.0,0
133,Газ.вин.нап. Мартини Розато 10% 24*0.25л.,БМ1011,Бакарди Рус ООО,0.25,,588.76,,482.0,0,480.0,2.0
134,Газ.вин.нап. Мартини Секко 10% 24*0.25л.,БМ1012,Бакарди Рус ООО,0.25,,588.76,,600.0,0,600.0,0
137,"Вино ординарное полусладкое красное «АМАЧАР» 0,75Л",МС324,Мистраль алко,0.75,,1610.35,,12.0,0,12.0,0
138,"Вино ординарное полусладкое красное «РИГЗА» 0,75Л",МС331,Мистраль алко,0.75,,464.98,,30.0,0,30.0,0
139,"Крепленое вино десертное выдержанное ""Букет Абхазии"" 0,75Л",МС004Д,Мистраль алко,0.75,,1021.12,,108.0,0,108.0,0
140,РАДЕДА красное сухое 0.75л,УМ145,РЕГИОН 50,0.75,,1388.15,,60.0,0,60.0,0
142,"Вино выдержанное сортовое сухое белое ""Шардоне Сухумское"" ТМ ""Традиции Абхазии"" 0,75Л",АМ168В,Русвинторг,0.75,,906.83,,17.0,0,17.0,0
143,"Вино ординарное сортовое полусладкое красное ""Изабелла Абхазская"" ""Традиции Абхазии"" 0,75Л",АМ167О,Русвинторг,0.75,,906.83,,19.0,0,19.0,0
144,Каберне Сухумское Традиции Абхазии красное сухое 0.75л,АМ169А,Русвинторг,0.75,,906.82,,24.0,0,24.0,0
146,"Вино  белое сухое СильверГам Шардонне 0,75л.",ОН033,Прометей,0.75,,727.0,,6.0,0,6.0,0
147,"Вино красное, полусухое, столовое Джинда-Ли Каберне Совиньон 0,75л.",ОН031,Прометей,0.75,,797.18,,3.0,0,3.0,0
148,"Вино столовое Джинда-Ли Шардонне белое полусухое 0,75л.",ОН032,Прометей,0.75,,797.18,,10.0,0,10.0,0
149,Джейкобс Крик Классик Каберне Совиньон красное сухое вино 0.75л,ЛИ102,ЛВК & Логистик ООО,0.75,,1023.5,,4.0,0,4.0,0
150,Джейкобс Крик Классик Шираз красное сухое вино 0.75л,ЛИ097,ЛВК & Логистик ООО,0.75,,1023.5,,6.0,0,6.0,0
151,Дэд Арм красное сухое вино 0.75л д'Аренберг,ФР239,Форт Виноторговая компания,0.75,,10526.36,,5.0,0,5.0,0
153,Кукабара Каберне Совиньон полусухое красное креп. 14% 0.75л.,ЛД249П,Ладога Дистрибьюшен,0.75,,830.96,,52.0,0,52.0,0
154,Лав Грасс Шираз красное сухое вино 0.75л,ФР219,Форт Виноторговая компания,0.75,,3936.81,,41.0,0,41.0,0
155,Олд Бин Трак Каберне Совиньон красное сухое 0.75л,ФР011,Форт Виноторговая компания,0.75,,2199.83,,28.0,0,28.0,0
157,Кембридж Кроссинг Каберне Совиньон красное сухое 0.75л.,АИ630,АСТ-интернэшнл инваэронмэнт,0.75,,1570.73,,18.0,0,17.0,0
158,Кембридж Кроссинг Шираз сорт выд красное сухое 0.75л.,АИ533А,АСТ-интернэшнл инваэронмэнт,0.75,,1517.2,,17.0,0,17.0,0
159,Рингланд Баросса Шираз красное сухое вино 0.75л,ФР167,Форт Виноторговая компания,0.75,,6420.33,,47.0,0,47.0,0
160,Роки Галли Каберне красное сухое вино 0.75л,ФР264,Форт Виноторговая компания,0.75,,3772.57,,4.0,0,4.0,0
161,Роки Галли Рислинг белое сухое 0.75л,ФР013,Форт Виноторговая компания,0.75,,3772.57,,4.0,0,4.0,0
162,Роки Галли Шираз красное сухое 0.75л,ФР014,Форт Виноторговая компания,0.75,,3772.57,,13.0,0,13.0,0
163,Футболт Шираз красное сухое 0.75л,ФР015,Форт Виноторговая компания,0.75,,3936.81,,6.0,0,6.0,0
164,Эрмит Краб белое сухое вино 0.75л д'Аренберг,ФР260,Форт Виноторговая компания,0.75,,3483.9,,6.0,0,6.0,0
166,Корал Риф Совиньон Блан белое сухое вино 0.75л,СЧ001,Фирма С-2,0.75,,1969.85,,3.0,0,3.0,0
167,Корал Риф Шардоне-Семийон белое сухое вино 0.75л,СЧ002,Фирма С-2,0.75,,1969.85,,18.0,0,18.0,0
168,Корал Риф Шираз-Каберне Совиньон красное сухое вино 0.75л,СЧ003,Фирма С-2,0.75,,1969.85,,18.0,0,18.0,0
169,МАДИ БУТС ПИНО ГРИДЖИО сорт орд сух белое 0.75л.,ПВ1141,ПРЕМЬЕР-ВИН,0.75,,1586.03,,1.0,0,1.0,0
170,МАДИ БУТС СОВИНЬОН БЛАН сорт орд сух белое 0.75л.,ПВ1142,ПРЕМЬЕР-ВИН,0.75,,1586.03,,43.0,0,43.0,0
171,"МАДИ БУТС ШАРДОНЕ сорт орд сухое белое    0,75л.",ПВ136А,ПРЕМЬЕР-ВИН,0.75,,1559.38,,7.0,0,7.0,0
173,3 Джэйлбердс  Каберне Совиньон красное сухое 0.75л.,ТЛ048,Ритейл Логистик ООО,0.75,,1131.35,,3.0,0,3.0,0
174,3 Джэйлбердс Пино Гриджо сорт орд бел сух 0.75л.,ТЛ001,Ритейл Логистик ООО,0.75,,1680.05,,3.0,0,3.0,0
175,3 Джэйлбердс Совиньон Блан сорт орд бел сухое 0.75л.,ТЛ002,Ритейл Логистик ООО,0.75,,1680.05,,12.0,0,12.0,0
176,3 Джэйлбердс Шардоне сорт орд бел сух 0.75л.,ТЛ049,Ритейл Логистик ООО,0.75,,833.75,,1.0,0,1.0,0
177,3 Джэйлбердс Шираз сорт орд красное сухое 0.75л.,ТЛ050,Ритейл Логистик ООО,0.75,,1029.71,,24.0,0,24.0,0
180,8 Виньярдс Хайдебоден Вайс белое сухое вино 0.75л,СЧ005,Фирма С-2,0.75,,3634.94,,5.0,0,5.0,0
181,8 Виньярдс Хайдебоден Рот красное сухое вино 0.75л,СЧ004,Фирма С-2,0.75,,2841.14,,5.0,0,5.0,0
182,8 Виньярдс Цвайгельт красное сухое вино 0.75л,СЧ006,Фирма С-2,0.75,,3634.94,,2.0,0,2.0,0
183,"Вино белое сухое ""Ниттнаус Рислинг Селекшн"", год урожая 2024, 0,75л",ФР008-24,Форт Виноторговая компания,0.75,,3175.33,,38.0,0,38.0,0
184,Штигельмар Вельшрислинг Бургенланд сухое белое 0.75л,ЛД1151А,Ладога Дистрибьюшен,0.75,,1830.5,,2.0,0,2.0,0
185,Штигельмар Грюнер Вельтлинер Пур Бургенланд сорт орд сухое белое 0.75л,ЛД489С,Ладога Дистрибьюшен,0.75,,1239.15,,12.0,0,12.0,0
186,Вельшрислинг  ШЛОСС РАГГЕНДОРФ белое сухое вино 0.75л,СТ003,ВайнСпиритс ООО,0.75,,895.24,,24.0,0,24.0,0
187,Весцели Грюнер Вельтлинер Феликс белое сухое вино 0.75л,АИ1319,АСТ-интернэшнл инваэронмэнт,0.75,,2041.88,,9.0,0,9.0,0
188,Вольмут Рид Гола Мориллон белое сухое вино 0.75л,ФР254,Форт Виноторговая компания,0.75,,7729.28,,1.0,0,1.0,0
189,Вольмут Совиньон Блан белое сухое 0.75л,ФР005,Форт Виноторговая компания,0.75,,4514.14,,5.0,0,5.0,0
191,Вино Совиньон Блан Граасл белое сухое 0.75,АИ1085,АСТ-интернэшнл инваэронмэнт,0.75,,2801.86,,5.0,0,5.0,0
192,Вино Шардоне Ротенберг Граасл белое сухое 0.75,АИ1086,АСТ-интернэшнл инваэронмэнт,0.75,,5176.02,,8.0,0,8.0,0
193,Грюнер Вельтлинер сухое белое 0.75л. Грассл,АИ502,АСТ-интернэшнл инваэронмэнт,0.75,,2266.58,,3.0,0,3.0,0
194,Зоннхоф Грюнер Вельтлинер белое сухое 0.75л,АИ1276,АСТ-интернэшнл инваэронмэнт,0.75,,2891.36,,5.0,0,5.0,0
197,"Вундерверк Св-рот красное Вайнфиртель п/сух 0,75л",ТЛ098,Ритейл Логистик ООО,0.75,,1074.62,,5.0,0,5.0,0
199,Хубер Грюнер Вельтлинер Вижн белое сухое 0.75л,ЛД1666,Ладога Дистрибьюшен,0.75,,2045.75,,28.0,0,28.0,0
200,Хубер Грюнер Вельтлинер Террассен белое сухое 0.75л,ЛД1701,Ладога Дистрибьюшен,0.75,,2152.5,,2.0,0,2.0,0
201,Хубер Рислинг Энгельсберг белое полусухое 0.75л,ЛД1658,Ладога Дистрибьюшен,0.75,,3767.75,,7.0,0,7.0,0
202,Ниттнаус Айсвайн Эксквизит белое сладкое вино 0.375л,ФР243,Форт Виноторговая компания,0.375,,6957.85,,6.0,0,6.0,0
203,Ниттнаус Блауфранкиш Селекшн красное сухое 0.75л,ФР006,Форт Виноторговая компания,0.75,,2976.25,,13.0,0,13.0,0
204,Ниттнаус Грюнер Вельтлинер Селекшн белое сухое 0.75л,ФР007,Форт Виноторговая компания,0.75,,2976.25,,45.0,0,45.0,0
205,Ниттнаус Пино Нуар Селекшн красное сухое вино 0.75л,ФР075,Форт Виноторговая компания,0.75,,2976.25,,21.0,0,21.0,0
206,Ниттнаус Розе Цвайгельт розовое сухое 0.75л,ФР009,Форт Виноторговая компания,0.75,,2976.25,,10.0,0,10.0,0
207,Ниттнаус Совиньон Блан Селекшн белое сухое 0.75л,ФР010,Форт Виноторговая компания,0.75,,3175.33,,20.0,0,20.0,0
209,Петер-Пауль Грюнер Вельтлинер сорт ордин  сухое белое 0.75л.,ЛД268А,Ладога Дистрибьюшен,0.75,,2511.25,,7.0,0,7.0,0
211,Блауер Цвайгельт сорт орд красное сухое Квалитетсвайн 0.75л.,УМ038А,РЕГИОН 50,0.75,,708.31,,1.0,0,1.0,0
212,Цвайгельт Классик Грассль красное сухое 0.75л,АИ1275,АСТ-интернэшнл инваэронмэнт,0.75,,2516.67,,9.0,0,9.0,0
213,Цвайгельт Розе  ШЛОСС РАГГЕНДОРФ розовое сухое вино 0.75л,СТ001,ВайнСпиритс ООО,0.75,,895.24,,28.0,0,28.0,0
214,Штадльман Розе Сент Лорен розовое сухое вино 0.75л,ФР247,Форт Виноторговая компания,0.75,,3060.86,,12.0,0,12.0,0
217,"Вино сортовое сухое белое «Аз Абрау Баяншира» 0,75л",АБ160С,Абрау-Дюрсо,0.75,,700.14,,25.0,0,25.0,0
218,Азербайджан сухое красное 0.75л. (стар. диз.),АИ110А,АСТ-интернэшнл инваэронмэнт,0.75,,616.01,,24.0,0,24.0,0
219,"Вино белое сухое Старый Баку Садыллы 0,375л.",ИА007,ИВК Альтернатива ООО,0.375,,480.42,,72.0,0,72.0,0
220,"Вино выдержанное белое полусладкое ""Старый Баку"" ""Семь Красавиц"" 0,375Л",ИА004,ИВК Альтернатива ООО,0.375,,480.42,,153.0,0,153.0,0
221,"Вино выдержанное сортовое красное полусладкое ""Старый Баку"" ""Чинар"" 0,375Л",ИА003,ИВК Альтернатива ООО,0.375,,480.42,,75.0,0,75.0,0
222,"Вино выдержанное сортовое красное сухое ""Старый Баку"" ""Матраса"" 0,375Л",ИА002,ИВК Альтернатива ООО,0.375,,480.42,,39.0,0,39.0,0
223,"Вино выдержанное сортовое полусладкое красное ""СЕВГИЛИМ "" 0,75Л",ИА006,ИВК Альтернатива ООО,0.75,,974.99,,84.0,0,84.0,0
224,"Вино выдержанное сортовое полусухое красное ""ШИРВАН "" 0,75Л",ИА011,ИВК Альтернатива ООО,0.75,,974.99,,42.0,0,42.0,0
225,"Вино марочное сортовое сухое красное ""АЗЕРБАЙДЖАН"" 0,75Л",ИА005,ИВК Альтернатива ООО,0.75,,990.29,,56.0,0,56.0,0
226,"Вино полусладкое белое СЕВГИЛИМ 0,75л.",ИА008,ИВК Альтернатива ООО,0.75,,974.99,,60.0,0,60.0,0
227,"Вино полусладкое красное Алазанская Долина 0,75л.",ИА010,ИВК Альтернатива ООО,0.75,,1678.79,,25.0,0,25.0,0
228,"Вино полусладкое красное Киндзмараули 0,75л.",ИА009,ИВК Альтернатива ООО,0.75,,1762.94,,47.0,2.0,47.0,0
230,Вино Джейран Чинар красное полусладкое 0.75,АИ852А,АСТ-интернэшнл инваэронмэнт,0.75,,616.01,,15.0,0,15.0,0
231,"Вино ординарное ""Джейран ""Тауз"" полусухое красное 0,75л",АИ851Н,АСТ-интернэшнл инваэронмэнт,0.75,,616.01,,9.0,0,9.0,0
232,"Джейран ""Ахсу"" ординарное полусухое белое 0.75л. (нов. диз)",АИ111О,АСТ-интернэшнл инваэронмэнт,0.75,,616.01,,11.0,0,11.0,0
233,"Джейран ""Баян - Ширей сортовое ординарное полусладкое белое 0.75л.",АИ850,АСТ-интернэшнл инваэронмэнт,0.75,,492.47,,21.0,0,21.0,0
234,"Джейран ""Гёкгель ординарное полусухое красное 0.75л. (нов. диз.)",АИ112О,АСТ-интернэшнл инваэронмэнт,0.75,,616.01,,15.0,0,15.0,0
235,"Джейран ""Садыллы"" белое сухое 0.75л (нов.диз.)",АИ118О,АСТ-интернэшнл инваэронмэнт,0.75,,616.01,,23.0,0,23.0,0
236,"Джейран ""Шахдаг"" ординарное полусладкое красное 0.75л. (нов. диз.)",АИ113О,АСТ-интернэшнл инваэронмэнт,0.75,,616.01,,12.0,0,12.0,0
237,Джейран Гранат красное полусладкое 0.75л,АИ1258,АСТ-интернэшнл инваэронмэнт,0.75,,592.39,,166.0,0,166.0,0
238,Джейран Матраса красное сухое 0.75л. (нов.диз.),АИ602А,АСТ-интернэшнл инваэронмэнт,0.75,,616.01,,27.0,0,27.0,0
240,Абрасадо Торронтес сухое белое 0.75л.,ПВ108,ПРЕМЬЕР-ВИН,0.75,,1253.5,,3.0,0,3.0,0
241,Демонс энд Энджелс Мальбек красное полусухое вино 0.75л,ФР079,Форт Виноторговая компания,0.75,,1926.1,,23.0,0,23.0,0
242,Демонс энд Энджелс Торронтес белое полусухое вино 0.75л,ФР080,Форт Виноторговая компания,0.75,,1926.1,,17.0,0,17.0,0
243,Джой Мальбек Бонарда красное сухое вино 1.125л,ФР208,Форт Виноторговая компания,1.125,,1677.25,935.0,33.0,0,33.0,0
244,Джой Шардоне Шенен Блан белое сухое вино 1.125л,ФР209,Форт Виноторговая компания,1.125,,1677.25,935.0,21.0,0,21.0,0
246,Альта Виста ВИВ Мальбек красное сухое 0.75л,ФР002,Форт Виноторговая компания,0.75,,2239.65,,20.0,0,20.0,0
247,Альта Виста ВИВ Торронтес белое сухое 0.75л,ФР003,Форт Виноторговая компания,0.75,,2239.65,,10.0,0,10.0,0
248,Альта Виста ВИВ Шардоне белое сухое 0.75л,ФР195,Форт Виноторговая компания,0.75,,2239.65,,48.0,0,48.0,0
249,Альта Виста Мальбек Премиум красное сухое 0.75л,ФР004,Форт Виноторговая компания,0.75,,3314.68,,18.0,0,18.0,0
250,"Вино сухое красное Кайкен Авентура Мальбек Лос Чакайес Норте 0,75л",ВК432,ВИНИКОМ ООО,0.75,,5321.33,,9.0,0,9.0,0
251,ВЭРИ Торронтес белое сухое 0.75л,ПВ214,ПРЕМЬЕР-ВИН,0.75,,801.72,,4.0,0,4.0,0
252,ГРАН ТОНЕЛЬ 137 МАЛЬБЕК сорт выд сухое красное 0.75л.,ПВ1045А,ПРЕМЬЕР-ВИН,0.75,,3621.22,,5.0,0,5.0,0
253,Лос Пасос Мальбек сорт орд сухое красное 0.75л.,ЛД1100А,Ладога Дистрибьюшен,0.75,,1076.25,,109.0,0,109.0,0
254,Лос Пасос Шардоне белое сухое вино 0.75л,ЛД1755,Ладога Дистрибьюшен,0.75,,1041.15,,29.0,0,29.0,0
255,ТОНЕЛЬ 46 ШАРДОНЕ РЕЗЕРВА сухое белое 0.75л.,ПВ1046А,ПРЕМЬЕР-ВИН,0.75,,1809.34,,1.0,0,1.0,0
256,Перро Калльехеро Пино Нуар красное сухое вино 0.75л,ПВ241,ПРЕМЬЕР-ВИН,0.75,,1629.55,,2.0,0,2.0,0
257,Писпи Блэнд Де Тинтас красное сухое вино 0.75л,ПВ242,ПРЕМЬЕР-ВИН,0.75,,2467.75,,4.0,0,4.0,0
258,ПОЛО ПАМПА Мальбек Сира красное сухое вино 0.75л,ФР077,Форт Виноторговая компания,0.75,,1388.58,775.0,29.0,0,29.0,0
259,Поло Пампа Шардонне Шенен белое полусухое 0.75л,ФР089,Форт Виноторговая компания,0.75,,1388.58,775.0,78.0,0,78.0,0
261,Леонардо Бьянко 12% столовое белое полусухое 0.187л.,АГ099,Вино он-лайн АГ,0.187,,285.48,,28.0,0,28.0,0
263,Тамари Мальбек Спешл Селекшн красное сухое 0.75л,АИ1279,АСТ-интернэшнл инваэронмэнт,0.75,,1677.78,,2.0,0,2.0,0
264,Тамари Мальбек сухое красное 0.75л,АИ621С,АСТ-интернэшнл инваэронмэнт,0.75,,1294.31,,1.0,0,1.0,0
265,Тонель 78 Мальбек-Бонарда красное сухое 0.75л,ПВ178А,ПРЕМЬЕР-ВИН,0.75,,2632.35,,3.0,0,3.0,0
268,"Вино сухое белое ИН АРЕНИ 0,75л",ФБ414,Блэк Вотч Спиритс ООО,0.75,,2064.79,,61.0,0,61.0,0
269,"Вино сухое красное ИН АРЕНИ 0,75л",ФБ415,Блэк Вотч Спиритс ООО,0.75,,2064.79,,49.0,0,49.0,0
270,"Вино сухое розовое ИН АРЕНИ 0,75л",ФБ416,Блэк Вотч Спиритс ООО,0.75,,2064.79,,37.0,0,37.0,0
