row,name,article,supplier,volume,parallel,price,sale_price,free,reserve,pom_free,rev_free
1603,Блэк Рэм бурбон финиш 3 года виски 0.7л,ДМ1017,Денвью Лимитэд АО,0.7,,2263.86,,1.0,0,1.0,0
1604,Блэк Рэм бурбон финиш 3 года виски 1.0л,ДМ1025,Денвью Лимитэд АО,1,,3064.62,,4.0,0,4.0,0
1605,"Блэк Рэм выдержка 3 года 0,7л виски",ДМ1051,Денвью Лимитэд АО,0.7,,2095.67,,9.0,0,9.0,0
1606,Блэк Рэм выдержка 3 года 0.5л виски,ДМ1056,Денвью Лимитэд АО,0.5,,1580.68,,7.0,0,7.0,0
1608,"Виски индийский односолодовый РАМПУР ДАБЛ КАСК 45%, 0,7 л. в п/у",ПО148,АСГ,0.7,,7804.45,,2.0,0,2.0,0
1612,Бушмилз Ориджинал виски 0.7л,ДА167,Компания Даско-Трейд ООО,0.7,ПИ,1489.56,,19.0,0,19.0,0
1614,ДИНГЛ СИНГЛ ПОТ СТИЛ ВЫПУСК 5 виски 0.7л. туба,ОМ208,ТОРГОВЫЙ ДОМ АРОМА,0.7,,10856.98,,2.0,0,2.0,0
1617,Айриш Ровер виски 1.0л,БЛ229,Белуга Маркет Восток,1,,4634.0,,0,6.0,0,0
1619,Бушмилз Блэк Буш виски 0.7л,АИ382С,АСТ-интернэшнл инваэронмэнт,0.7,ПИ,2991.73,,8.0,0,8.0,0
1620,Бушмилз Сингл Молт 10 лет виски 0.7л п/у,АИ381,АСТ-интернэшнл инваэронмэнт,0.7,ПИ,4007.07,,8.0,0,8.0,0
1622,Виски купажированный ДЖЕМЕСОН 1л,ДА135,Компания Даско-Трейд ООО,1,ПИ,2632.35,,234.0,0,234.0,0
1623,Джемесон 0.7л п/у + 2 стакана,ЧД004С,Логистик Эл-Си ООО,0.7,ПИ,2534.57,,47.0,0,47.0,0
1624,Джемесон виски 0.05л,ТЛ120,Ритейл Логистик ООО,0.05,ПИ,286.35,,48.0,60.0,48.0,0
1625,Джемесон виски 0.7л,ДА213,Компания Даско-Трейд ООО,0.7,ПИ,1833.02,,747.0,0,747.0,0
1626,Джемесон виски 4.5л,ДА334,Компания Даско-Трейд ООО,4.5,ПИ,16500.0,,4.0,0,4.0,0
1628,Пропер Твелв виски 0.7л,ТЛ163,Ритейл Логистик ООО,0.7,ПИ,2203.72,,3.0,0,3.0,0
1629,Пропер Твелв виски 0.7л,ДА260,Компания Даско-Трейд ООО,0.7,ПИ,1911.14,,10.0,0,10.0,0
1631,Тилинг Блэкпиттс 0.7л п/у,БМ059,Бакарди Рус ООО,0.7,,7461.61,,10.0,0,10.0,0
1632,Тилинг Сингл Молт виски 0.7л п/у,БМ045,Бакарди Рус ООО,0.7,,6783.15,,6.0,0,6.0,0
1633,Тилинг Смол Бэтч виски 0.7л,БМ044,Бакарди Рус ООО,0.7,,4747.81,,7.0,0,7.0,0
1635,Уистлер Бодега Каск Сингл Молт 5-летний Айриш Виски 0.7л. п/у,ЛД1255Г,Ладога Дистрибьюшен,0.7,,3830.53,,18.0,0,18.0,0
1636,"Уистлер Гуд, Бэд энд Смоуки Блендед Молт Айриш Виски в П/У 0.7л.",ЛД1253Г,Ладога Дистрибьюшен,0.7,,7246.17,,1.0,0,1.0,0
1637,Уистлер Дабл Оакед Айриш виски 0.7л,ЛД1283,Ладога Дистрибьюшен,0.7,,3707.2,,18.0,0,18.0,0
1638,Уистлер Пи Икс Ай Лав Ю Сингл Молт Айриш виски 0.7л п/у,ЛД1286,Ладога Дистрибьюшен,0.7,,7712.0,,1.0,0,1.0,0
1641,Бурбон Мастер Грэйд виски 0.5л,ЛС028,АЛВИСА ООО,0.5,,649.91,,100.0,6.0,100.0,0
1642,"Виски ГЛЕН ИГЛС Выдержка шесть лет солодовый  0,25л.",ЛС057,АЛВИСА ООО,0.25,,581.39,,51.0,0,51.0,0
1643,Глен Иглс 6 лет виски 0.7л с бокалом,ЛС049Б,АЛВИСА ООО,0.7,,1169.08,,1.0,0,1.0,0
1644,Глен Иглс 6 лет виски 0.7л с бокалом,ЛС049БГ,АЛВИСА ООО,0.7,,1169.08,,1.0,0,1.0,0
1645,Наки Томпсон 3 года виски 0.25л,ЛС025,АЛВИСА ООО,0.25,,452.84,,136.0,0,136.0,0
1646,Наки Томпсон 3 года виски 0.5л,ЛС011,АЛВИСА ООО,0.5,,868.58,,141.0,0,141.0,0
1647,Наки Томпсон 3 года виски 0.7л,ЛС010,АЛВИСА ООО,0.7,,1159.77,,90.0,0,90.0,0
1648,Рэд энд Блэк 3 года виски 0.5л,ЛС012,АЛВИСА ООО,0.5,,669.06,,142.0,6.0,142.0,0
1650,ВИСКИ SCOTCH TERRIER (СКОТЧ ТЕРЬЕР) 40% об. 0.5л п/у,СК092П,Виноконьячный Дом Альянс-1892,0.5,,931.0,,284.0,0,284.0,0
1651,"Виски СКОТЧ ТЕРЬЕР 0,5л. п/у",СК109Г,Виноконьячный Дом Альянс-1892,0.5,,931.0,,1.0,0,1.0,0
1652,Севен Ярдс виски 0.5л,СК100,Виноконьячный Дом Альянс-1892,0.5,,1232.0,,1.0,0,1.0,0
1654,Вильям Лоусонс 40% 0.25л.,БМ809,Бакарди Рус ООО,0.25,,770.13,,127.0,6.0,127.0,0
1655,Вильям Лоусонс виски 0.5л РУ НД,БМ753НД,Бакарди Рус ООО,0.5,,1437.64,,144.0,0,144.0,0
1656,Вильям Лоусонс виски 0.7л РУ НД,БМ716НД,Бакарди Рус ООО,0.7,,1849.58,,293.0,0,293.0,0
1657,Вильям Лоусонс виски 1.0л РУ,БМ712НА,Бакарди Рус ООО,1,,2481.04,,200.0,0,200.0,0
1658,Вильям Лоусонс со вкусом Чили спиртной напиток 0.5л,БМ1019,Бакарди Рус ООО,0.5,,1437.64,,56.0,0,56.0,0
1659,Вильям Лоусонс Супер Спайсд спиртной напиток 0.25л,БМ931,Бакарди Рус ООО,0.25,,770.13,,71.0,0,71.0,0
1660,Вильям Лоусонс Супер Спайсд спиртной напиток 0.5л,БМ757А,Бакарди Рус ООО,0.5,,1437.64,,60.0,0,60.0,0
1661,Вильям Лоусонс Супер Спайсд спиртной напиток 0.7л РУ,БМ766,Бакарди Рус ООО,0.7,,1849.58,,46.0,0,46.0,0
1662,Виски ГЛЕН ИГЛС Выдержка шесть лет солодовый  1л.,ЛС056,АЛВИСА ООО,1,,2010.27,,3.0,0,3.0,0
1663,"Виски купажированный ""АБЕРФОРТ"" 0,5Л",ЛС058,АЛВИСА ООО,0.5,,675.36,,217.0,0,217.0,0
1664,"Виски шотландский купажированный СИ ВИЧ 0,7л",ПО522,АСГ,0.7,,1643.78,,114.0,0,114.0,0
1667,Керригрин Эмеральд виски 0.7л,ЛД1855,Ладога Дистрибьюшен,0.7,,1284.95,,261.0,0,261.0,0
1670,Крутояр купажированный виски 0.7л,ЛД1787,Ладога Дистрибьюшен,0.7,,1284.95,,32.0,0,32.0,0
1672,Фоулерс зерновой виски 0.05л,ЛД1365,Ладога Дистрибьюшен,0.05,,127.1,,2227.0,0,2227.0,0
1673,Фоулерс зерновой виски 0.1л фляга,ЛД467,Ладога Дистрибьюшен,0.1,,184.45,,64.0,0,64.0,0
1674,Фоулерс зерновой виски 0.25л,ЛД468А,Ладога Дистрибьюшен,0.25,,359.6,,1805.0,15.0,1805.0,0
1675,Фоулерс зерновой виски 0.5л,ЛД388А,Ладога Дистрибьюшен,0.5,,717.65,,394.0,9.0,394.0,0
1677,"Виски купажированный ""ХАРАТС"" 0,5Л",ПО544,АСГ,0.5,,969.81,,1.0,0,1.0,0
1678,"Виски купажированный ХАРАТС 0,7л",ПО513,АСГ,0.7,,1263.94,,18.0,0,18.0,0
1680,Ричард Ченслер виски 0.7л,СА076,Саранский ЛВЗ ООО,0.7,,2714.27,,6.0,0,6.0,0
1682,Стирсмен зерновой виски 0.25л белая этикетка,УС028,Стеллар Дистрибьюшн Рус ООО,0.25,,365.04,,24.0,0,24.0,0
1683,Стирсмен зерновой виски 0.5л белая этикетка,УС029,Стеллар Дистрибьюшн Рус ООО,0.5,,711.72,,48.0,0,48.0,0
1685,Нествил 6 лет 0.7л. п/у,АИ877П,АСТ-интернэшнл инваэронмэнт,0.7,,2730.78,,4.0,0,4.0,0
1686,Нествил 9 лет виски 0.7л. п/у,АИ900,АСТ-интернэшнл инваэронмэнт,0.7,,3363.46,,3.0,0,3.0,0
1687,Нествил виски 0.5л.,АИ782,АСТ-интернэшнл инваэронмэнт,0.5,,1508.42,,6.0,0,6.0,0
1688,Нествил виски 0.7л.,АИ764,АСТ-интернэшнл инваэронмэнт,0.7,,2052.47,,4.0,0,4.0,0
1689,Нествил Сингл Баррел 0.7л. п/у,АИ878П,АСТ-интернэшнл инваэронмэнт,0.7,,3568.79,,6.0,0,6.0,0
1690,Нествил Сингл Баррел 0.7л. п/у,АИ878ПГ,АСТ-интернэшнл инваэронмэнт,0.7,,3568.79,,3.0,0,3.0,0
1691,Нествил Сингл Баррел виски 0.7л.,АИ878,АСТ-интернэшнл инваэронмэнт,0.7,,3568.79,,1.0,0,1.0,0
1692,Нествил Сингл Молт виски 0.7л. п/у,АИ901,АСТ-интернэшнл инваэронмэнт,0.7,,3934.71,,5.0,0,5.0,0
1694,Виски Гленаладейл Блю Эдишн 0.5л,ВШ080,ВИЛАШ-КШВ ООО,0.5,,1032.75,,0,6.0,0,0
1695,"Виски ДЖУРА ДЖОРНИ шотландский односолодовый 0,7 л.",ПО539,АСГ,0.7,,2943.6,,3.0,0,3.0,0
1697,ГленГлассо Торфа 0.7л в п/у,АИ1100,АСТ-интернэшнл инваэронмэнт,0.7,,5711.01,,3.0,0,3.0,0
1698,ГленГлассо Торфа 0.7л в п/у,АИ1100Г,АСТ-интернэшнл инваэронмэнт,0.7,,5711.01,,3.0,0,3.0,0
1699,ГЛЕНГЛАССО Эволюшн 0.7л в п/у,АИ1101,АСТ-интернэшнл инваэронмэнт,0.7,,5178.26,,3.0,0,3.0,0
1701,ГленДронах Ориджинал 12 лет 0.7л в п/у,АИ1102,АСТ-интернэшнл инваэронмэнт,0.7,ПИ,6794.2,,6.0,0,6.0,0
1703,Виски Гленгэрри 0.7л,АИ1383,АСТ-интернэшнл инваэронмэнт,0.7,,1734.64,,4.0,2.0,4.0,0
1706,"Виски Джонни Уокер Блэк Лейбл выдержка 12 лет 0,7л",ДА388,Компания Даско-Трейд ООО,0.7,ПИ,2734.99,,26.0,0,26.0,0
1708,"Виски шотландский купажированный ДЖОННИ УОКЕР РЭД ЛЕЙБЛ 0,5л",ДА169,Компания Даско-Трейд ООО,0.5,ПИ,1082.08,,56.0,0,56.0,0
1710,Дюарс 15 лет 0.75л,БМ748Н,Бакарди Рус ООО,0.75,,6057.81,,2.0,0,2.0,0
1711,Дюарс Белая Этикетка виски 0.5л,БМ709,Бакарди Рус ООО,0.5,,1815.97,,108.0,0,108.0,0
1712,Дюарс Белая Этикетка виски 0.7л,БМ704Л,Бакарди Рус ООО,0.7,,2374.93,,270.0,0,270.0,0
1713,Дюарс Белая Этикетка виски 1.0л,БМ707,Бакарди Рус ООО,1,,3424.17,,44.0,0,44.0,0
1714,Дюарс Кариббиан Смуз 8 лет виски 0.7л,БМ554Н,Бакарди Рус ООО,0.7,,3145.75,,91.0,0,91.0,0
1715,Дюарс Спешиал Резерв 12 лет виски 0.7л,БМ133,Бакарди Рус ООО,0.7,,4622.93,,14.0,0,14.0,0
1716,Дюарс Спешиал Резерв 12 лет виски п/у 0.7л,БМ702Л,Бакарди Рус ООО,0.7,,4622.93,,4.0,0,4.0,0
1717,Дюарс Френч Смуз 8 лет 0.7л,БМ056,Бакарди Рус ООО,0.7,,3145.75,,13.0,0,13.0,0
1719,Катти Сарк виски 0.7л,ЛД389А,Ладога Дистрибьюшен,0.7,,2427.2,,3.0,0,3.0,0
1721,Фокс Энд Догс 0.25л,БЛ239,Белуга Маркет Восток,0.25,,458.5,,0,48.0,0,0
1722,Фокс энд Догс виски 0.5л,БЛ915РУ,Белуга Маркет Восток,0.5,,871.0,,9.0,84.0,9.0,0
1723,Фокс энд Догс виски 1.0л,БЛ408,Белуга Маркет Восток,1,,1695.0,,0,83.0,0,0
1725,"Виски Фэймос Грауз Смоки Блэк 0,7 п/у",ДА172,Компания Даско-Трейд ООО,0.7,ПИ,1860.76,,10.0,0,10.0,0
1727,Хай Коммишинер виски 0.35л,ЛД1440,Ладога Дистрибьюшен,0.35,,867.96,,691.0,0,691.0,0
1728,Хай Коммишинер виски 0.5л,ЛД062,Ладога Дистрибьюшен,0.5,,1608.0,,217.0,0,217.0,0
1729,Хай Коммишинер виски 1.0л,ЛД1047,Ладога Дистрибьюшен,1,,2822.4,,418.0,0,418.0,0
1732,Крейгелахи 13 лет 0.7 п/у 46%,БМ775А,Бакарди Рус ООО,0.7,,8008.97,,8.0,0,8.0,0
1734,Акентошан Американ Оак 0.7л п/у,ДА395,Компания Даско-Трейд ООО,0.7,ПИ,2354.44,,42.0,0,42.0,0
1735,"Виски шотландский солодовый «АКЕНТОШАН 12 ЛЕТ ДАБЛ КАСК» 0,7л п/у",ДА355Д,Компания Даско-Трейд ООО,0.7,ПИ,3981.16,,40.0,0,40.0,0
1737,Лох Ломонд Опен Спешиал Эдишн 151 Роял Ливерпуль Риоха Финиш 0.7 п/у,ЛД1653,Ладога Дистрибьюшен,0.7,,6270.68,,2.0,0,2.0,0
1738,Лох Ломонд Опен Спешиал Эдишн Сингл Молт 0.7л,ЛД1679,Ладога Дистрибьюшен,0.7,,6434.66,,3.0,0,3.0,0
1739,Лох Ломонд Резерв Бленд виски 0.7л,ЛД063,Ладога Дистрибьюшен,0.7,,2296.0,,3.0,0,3.0,0
1740,Лох Ломонд Сингл Молт 10 лет 0.7 п/у,ЛД1387,Ладога Дистрибьюшен,0.7,,6563.2,,6.0,0,6.0,0
1741,Лох Ломонд Сингл Молт 12 лет виски 0.7л п/у,ЛД384,Ладога Дистрибьюшен,0.7,,7712.0,,2.0,0,2.0,0
1743,Олтмор 12лет 0.7л п/у 46%,БМ770А,Бакарди Рус ООО,0.7,,7623.98,,6.0,0,6.0,0
1746,Боумор 12 лет Шерри Оак Каск 0.7л п/у,ТЛ398,Ритейл Логистик ООО,0.7,,8623.85,,2.0,0,2.0,0
1748,"Виски шотландский односолодовый Смоукхед Хай Волтидж 0,7л п/у",ДА214,Компания Даско-Трейд ООО,0.7,,5499.52,,6.0,0,6.0,0
1750,"Виски шотландский односолодовый Лафройг выдержка 10 лет 0,7л п/у",ДА232Н,Компания Даско-Трейд ООО,0.7,ПИ,4836.04,,27.0,0,27.0,0
1751,Лафройг Квотер Каск солодовый 0.7л. п/у,АИ887А,АСТ-интернэшнл инваэронмэнт,0.7,ПИ,6682.65,,6.0,0,6.0,0
1753,Ройал Бракла 12лет 46% 0.7л. п/у,БМ785Н,Бакарди Рус ООО,0.7,,9054.77,,7.0,0,7.0,0
1756,Балвэни Даблвуд 12 лет виски 0.7л п/у,АИ1015,АСТ-интернэшнл инваэронмэнт,0.7,ПИ,7542.5,,16.0,0,16.0,0
1758,Макаллан 12 Трипл К.М 40% 0.05л. п/у,ДМ520Н,Денвью Лимитэд АО,0.05,ПИ,877.68,,7.0,0,7.0,0
1759,Макаллан Дабл Каск 12 лет 0.05л п/у,ТЛ404,Ритейл Логистик ООО,0.05,,1608.85,,12.0,0,12.0,0
1760,Макаллан Дабл Каск 18 лет 0.7л. п/у,АИ895,АСТ-интернэшнл инваэронмэнт,0.7,,44573.43,,11.0,0,11.0,0
1762,Синглтон 15 лет виски 0.7л,ДА340,Компания Даско-Трейд ООО,0.7,ПИ,6003.13,,8.0,0,8.0,0
1763,Синглтон Даффтаун 12 лет виски 0.05л,ЛИ098,ЛВК & Логистик ООО,0.05,ПИ,402.5,,11.0,0,11.0,0
1766,Аберфелди 12 лет виски 0.7л п/у,БМ760Л,Бакарди Рус ООО,0.7,,7323.32,,49.0,0,49.0,0
1767,Аберфелди 21  год 40% 0.7л п/у,БМ761Л,Бакарди Рус ООО,0.7,,30468.0,,2.0,0,2.0,0
1769,"Виски Гленливет Фаундерс Резерв 0,7л п/у",АППИ101,КАРАТ ООО,0.7,ПИ,4243.91,,4.0,0,4.0,0
1770,Виски Гленморанджи Кадболл 1л п/у,ДА252,Компания Даско-Трейд ООО,1,,6657.95,,2.0,0,2.0,0
1771,Гленморанджи Нектар 16 лет 0.7л п/у,ТЛ393,Ритейл Логистик ООО,0.7,,9198.85,,4.0,0,4.0,0
1773,Гленфиддик 12 лет 0.75л туба,ДА357,Компания Даско-Трейд ООО,0.75,ПИ,4519.85,,10.0,0,10.0,0
1774,Гленфиддик 12 лет 0.7л п/у,ДА357Н,Компания Даско-Трейд ООО,0.7,,3599.34,,18.0,0,18.0,0
1775,Гленфиддик 21 год 0.7л п/у,ЦД076,Центр дистрибьюции ООО,0.7,ПИ,30455.05,,2.0,0,2.0,0
1778,"Виски зерновой БУРБОН ХОЛИ ГАН 0,5л",ПО521,АСГ,0.5,,827.2,,110.0,0,110.0,0
1779,"Виски зерновой БУРБОН ХОЛИ ГАН 0,7л",ПО142,АСГ,0.7,,993.53,,415.0,0,415.0,0
1782,Джим Бим Бурбон Дабл Оак зерновой виски 0.7л,ДА343,Компания Даско-Трейд ООО,0.7,ПИ,2800.0,,30.0,0,30.0,0
1783,Джим Бим виски 0.05л,ТЛ406,Ритейл Логистик ООО,0.05,,251.85,,24.0,0,24.0,0
1784,Джим Бим виски 0.7л,ДА136Н,Компания Даско-Трейд ООО,0.7,ПИ,1650.56,,769.0,0,769.0,0
1785,Джим Бим виски 1.0л,ТЛ192,Ритейл Логистик ООО,1,ПИ,2044.53,,5.0,0,5.0,0
1786,Джим Бим Хани спиртной напиток 0.7л,ДА345,Компания Даско-Трейд ООО,0.7,ПИ,1900.0,,20.0,0,20.0,0
1787,Джим Бим Черри Блэк спиртной напиток 0.7л,ДА344,Компания Даско-Трейд ООО,0.7,ПИ,1700.0,,26.0,0,26.0,0
1789,Мэйкерс Марк 0.7л,ДА358,Компания Даско-Трейд ООО,0.7,ПИ,3098.88,,41.0,0,41.0,0
1790,Мэйкерс Марк бурбон зерновой виски 0.7л,ДМ231,Денвью Лимитэд АО,0.7,ПИ,3185.67,,11.0,0,11.0,0
1791,Кентукки Оул Конфискейтид виски 0.7л,АИ1233,АСТ-интернэшнл инваэронмэнт,0.7,,17982.22,,3.0,0,3.0,0
1794,Джек Дениел'с Теннесcи 40% 0.7л п/у + 1 стакан,БФ107ЛГ,Логистик Эл-Си ООО,0.7,,3510.29,,1.0,0,1.0,0
1795,Джек Дэниел'с Теннесси 0.05л пэт.,ТЛ314,Ритейл Логистик ООО,0.05,ПИ,251.85,,536.0,96.0,536.0,0
1796,Джек Дэниел'с Теннесси виски 0.7л,ДА175,Компания Даско-Трейд ООО,0.7,ПИ,2104.89,,222.0,0,222.0,0
1797,"Джек Дэниел’с Джентльмен Джек 0,75л",БФ030,Логистик Эл-Си ООО,0.75,ПИ,3680.44,,20.0,0,20.0,0
1798,"Джек Дэниел’с Теннесси Эппл 0,75л",ЛИ087,ЛВК & Логистик ООО,0.75,ПИ,2162.0,,3.0,0,3.0,0
1799,Джек Дэниелс Теннесси 0.05л,ЛИ072,ЛВК & Логистик ООО,0.05,ПИ,299.0,,4.0,0,4.0,0
1800,Джек Дэниелс Теннесси 0.05л,ТК006,КАРАТ ООО,0.05,ПИ,223.1,,1.0,0,1.0,0
1803,Гериозе Ле Классик виски 0.7л п/у,ДМ1035,Денвью Лимитэд АО,0.7,,7531.3,,7.0,0,7.0,0
1804,Гериозе Ле Пети Турбэ виски п/у 0.7л,ДМ1036,Денвью Лимитэд АО,0.7,,9201.29,,7.0,0,7.0,0
1806,Бурбон Олд Вирджиния виски 0.7л,ЛД1273,Ладога Дистрибьюшен,0.7,,2460.8,,30.0,0,30.0,0
1808,Севен Силс Питед Порто Вуд Финиш виски 0.7л,АИ1134,АСТ-интернэшнл инваэронмэнт,0.7,,11821.68,,1.0,0,1.0,0
1811,Виски Касл Камус 0.7 п/у,ММ021,Маруся Бевереджис РУС,0.7,,5170.0,,3.0,0,3.0,0
1812,Виски Касл Камус 12 лет 0.7 п/у,ММ547,Маруся Бевереджис РУС,0.7,,7400.0,,1.0,0,1.0,0
1813,Виски Килхоман Махир Бэй 0.7л п/у,ДА410,Компания Даско-Трейд ООО,0.7,,4632.91,,1.0,0,1.0,0
1814,Глен Скоша 10 лет 0.7л. п/у,АИ926,АСТ-интернэшнл инваэронмэнт,0.7,,7405.22,,1.0,0,1.0,0
1815,Джей энд Би Рейр виски 0.05л,ЛИ095,ЛВК & Логистик ООО,0.05,ПИ,299.0,,43.0,0,43.0,0
1818,Баллантайнс Файнест виски 0.05л,ТЛ118,Ритейл Логистик ООО,0.05,ПИ,401.35,,25.0,8.0,24.0,0
1819,Баллантайнс Файнест виски 0.35л,ТЛ381,Ритейл Логистик ООО,0.35,ПИ,1270.18,,30.0,0,30.0,0
1820,Баллантайнс Файнест виски 0.5л,ДА342,Компания Даско-Трейд ООО,0.5,ПИ,1328.25,,124.0,0,124.0,0
1821,Баллантайнс Файнест виски 0.7л,ДА261,Компания Даско-Трейд ООО,0.7,ПИ,1561.37,,484.0,0,484.0,0
1822,Баллантайнс Файнест виски 0.7л,ЦД002,Центр дистрибьюции ООО,0.7,ПИ,1612.28,,4.0,0,4.0,0
1823,Баллантайнс Файнест виски п/у 0.75л со стаканом,ЧД070С,Логистик Эл-Си ООО,0.75,ПИ,1928.14,,1.0,0,1.0,0
1825,Блэк энд Уайт 0.7л.,ДР167,Д Дистрибьюшен,0.7,ПИ,1162.28,,41.0,0,41.0,0
1827,Бэллс Ориджинал 1.0л.,ДР157,Д Дистрибьюшен,1,,1626.89,,1436.0,1.0,1436.0,0
1828,Бэллс Ориджинал виски 0.5л,ДА234,Компания Даско-Трейд ООО,0.5,ПИ,963.04,,19.0,0,19.0,0
1829,Бэллс Ориджинал виски 0.7л,ДА346,Компания Даско-Трейд ООО,0.7,ПИ,1159.76,,79.0,0,79.0,0
1830,Бэллс Пряный спиртной напиток 0.7л,ДА352,Компания Даско-Трейд ООО,0.7,ПИ,978.11,,7.0,0,7.0,0
1832,Джонни Уокер Блэк Лейбл виски 0.05л,ТЛ114,Ритейл Логистик ООО,0.05,ПИ,297.85,,0,14.0,0,0
1833,Джонни Уокер Блю Лейбл виски 0.75л п/у,ТЛ350,Ритейл Логистик ООО,0.75,ПИ,20123.85,,6.0,0,6.0,0
1834,Джонни Уокер Рэд Лейбл 0.05л,ТЛ315,Ритейл Логистик ООО,0.05,ПИ,251.85,,0,88.0,0,0
1835,Джонни Уокер Рэд Лейбл 0.7л,ТЛ101,Ритейл Логистик ООО,0.7,ПИ,1649.88,,57.0,0,57.0,0
1836,Джонни Уокер Рэд Лейбл виски 0.7л,ДА347,Компания Даско-Трейд ООО,0.7,ПИ,1411.23,,358.0,0,346.0,0
1838,Манки Шолдер Ориджинал 0.05л,ДА361,Компания Даско-Трейд ООО,0.05,ПИ,364.56,,6.0,0,6.0,0
1840,Моссберн Блендед Молт Скотч Виски Айлэнд 0.7л. п/у,ММ095А,Маруся Бевереджис РУС,0.7,,5360.0,,5.0,0,5.0,0
1841,Моссберн Блендед Молт Скотч Виски Спейсайд 0.7л. п/у,ММ096А,Маруся Бевереджис РУС,0.7,,4870.0,,6.0,0,6.0,0
1842,Моссберн Коллаборейшн Сириес Карденал Мендоса Каск Финиш виски 0.7л туба,ММ191,Маруся Бевереджис РУС,0.7,,11498.85,,6.0,0,6.0,0
1844,Фэймос Граус 0.5л,ТЛ384,Ритейл Логистик ООО,0.5,ПИ,1321.35,,1.0,0,0,0
1845,Фэймос Граус виски 0.7л,ТЛ307,Ритейл Логистик ООО,0.7,ПИ,1666.35,,1.0,0,0,0
1847,"Виски купажированный Чивас Ригал 12 лет 1,0л",ДА141П,Компания Даско-Трейд ООО,1,ПИ,4613.17,,10.0,0,10.0,0
1848,"Виски ЧИВАС РИГАЛ 12 лет 0,5л",ДА307,Компания Даско-Трейд ООО,0.5,ПИ,1736.86,,66.0,0,66.0,0
1849,"Виски Чивас Ригал 12 лет 4,5л п/у качели",ДА291,Компания Даско-Трейд ООО,4.5,ПИ,17237.59,,6.0,0,6.0,0
1850,"Виски Чивас Ригал 12 лет 4,5л п/у качели",ДА291Г,Компания Даско-Трейд ООО,4.5,ПИ,18700.0,,6.0,0,6.0,0
1851,"Виски шотландский купажированный Чивас Ригал 25 лет 0,7л п/у",ВЛПИ1360,ВЕЛЬД-21,0.7,ПИ,46184.92,,5.0,0,5.0,0
1852,"Виски шотландский купажированный Чивас Ригал Мидзунара 0,7л п/у",ВЛПИ1366,ВЕЛЬД-21,0.7,ПИ,7838.3,,3.0,0,3.0,0
1853,"Джин ""Танкерей Тэн"" 0,7л",ДА335,Компания Даско-Трейд ООО,0.7,ПИ,3966.41,,10.0,0,10.0,0
1854,Роял Салют 21 год Сигначе Бленд 0.7л. п/у,ЧД058Г,Логистик Эл-Си ООО,0.7,ПИ,14227.4,,1.0,0,1.0,0
1855,Чивас Ригал 12 лет 0.75л п/у + 1 стакан,ЧД051С,Логистик Эл-Си ООО,0.75,ПИ,3712.61,,3.0,0,3.0,0
1856,Чивас Ригал 12 лет виски 0.05л,ТЛ122,Ритейл Логистик ООО,0.05,ПИ,368.0,,24.0,8.0,24.0,0
1857,Чивас Ригал 12 лет виски 0.75л,ДА295,Компания Даско-Трейд ООО,0.75,ПИ,2726.88,,284.0,0,284.0,0
1858,Чивас Ригал 12 лет виски 1.0л,ЛК036,ЛОГИСТИК-ТРЕЙД ООО,1,ПИ,3462.08,,20.0,0,20.0,0
1859,"Чивас Ригал 12 лет шотландский купажированный 0,05л",НТ038,Ритейл Логистик ООО,0.05,ПИ,611.4,,4.0,0,4.0,0
1860,Чивас Ригал виски 12 лет 0.5л.,ЛК007С,ЛОГИСТИК-ТРЕЙД ООО,0.5,ПИ,1777.54,,29.0,0,29.0,0
1861,Чивас Ригал Роял Салют 21 год виски 0.7л п/у,ЦД040,Центр дистрибьюции ООО,0.7,ПИ,15023.6,,1.0,0,1.0,0
1862,Чивас Ригал Роял Салют 21 год виски п/у 0.7л,ЧД058,Логистик Эл-Си ООО,0.7,ПИ,14227.4,,1.0,0,1.0,0
1863,Чивас Ригал Экстра 13 лет Американ Рай Каск 0.7л п/у,ТЛ390,Ритейл Логистик ООО,0.7,ПИ,5748.85,,6.0,0,6.0,0
1864,Чивас Ригал Экстра 13 лет Олоросо Шерри Каск 0.75л п/у,ТЛ389,Ритейл Логистик ООО,0.75,ПИ,5633.85,,3.0,0,3.0,0
1865,Чивас Ригал Экстра 13 лет Текила Каскс 0.7л п/у,ТЛ395,Ритейл Логистик ООО,0.7,ПИ,4828.85,,3.0,0,3.0,0
1868,Глен Морей Сингл Молт 12-летний виски П/У 0.7л,ЛД1055А,Ладога Дистрибьюшен,0.7,,5220.4,,2.0,0,2.0,0
1869,Глен Морей Сингл Молт 12-летний виски П/У 0.7л,ЛД1055АГ,Ладога Дистрибьюшен,0.7,,5220.4,,3.0,0,3.0,0
1870,Глен Морей Сингл Молт Оур Классик виски 0.7л п/у,ЛД1585,Ладога Дистрибьюшен,0.7,,3748.8,,4.0,0,4.0,0
1872,"ОЛД ПУЛТЕНИ виски выдержка 15л 0,7 п/у",ОМ111,ТОРГОВЫЙ ДОМ АРОМА,0.7,,12629.26,,1.0,0,1.0,0
1875,"Виски Ардбег Ви Бисти 5 лет 0,7л",ДА263,Компания Даско-Трейд ООО,0.7,ПИ,4760.87,,19.0,0,19.0,0
1877,"Виски шотландский односолодовый«Лагавулин 10 ле» 0,7л п/у",АР812,Альтаир групп,0.7,ПИ,9939.45,,1.0,0,1.0,0
